Publication Type,Authors,Article Title,Source Title,Publication Year,Author Keywords,Abstract,Research Areas,Open Access,Satellite,Application,Domain,ML Technique,Algorithm Complexity,Accuracy (%),F1-score (%),Precision (%),Recall (%),Producer accuracy (%),User accuracy (%),Pixel accuracy,Kappa (%),IoU (%),MIoU (%),Dice (%),R-squared,RMSE,MAE,Parameter Description
J,"Zhang, Hankui K.; Roy, David P.; Luo, Dong",Demonstration of large area land cover classification with a one dimensional convolutional neural network applied to single pixel temporal metric percentiles,REMOTE SENSING OF ENVIRONMENT,2023,Land cover; Time series; Temporal metric percentiles; Convolutional neural network; Random forest; Deep learning; Large area classification; Landsat,"Over large areas, land cover classification has conventionally been undertaken using satellite time series. Typically temporal metric percentiles derived from single pixel location time series have been used to take advantage of spectral differences among land cover classes over time and to minimize the impact of missing observations. Deep convolutional neural networks (CNNs) have demonstrated potential for land cover classification of single date images. However, over large areas and using time series their application is complicated because they are sensitive to missing observations and they may misclassify small and spatially fragmented surface features due to their spatial patch-based implementation. This study demonstrates, for the first time, a one-dimensional (1D) CNN single pixel time series land classification approach that uses temporal percentile metrics and that does not have these issues. This is demonstrated for all the Conterminous United States (CONUS) considering two different 1D CNN structures with 5 and 8 layers, respectively. CONUS 30 m land cover classifications were derived using all the available Landsat-5 and -7 imagery over a seven-month growing season in 2011 with 3.3 million 30 m land cover class labelled samples extracted from the contemporaneous CONUS National Land Cover Database (NLCD) 16 class land cover product. The 1D CNNs and, a conventional random forest model, were trained using 10%, 50% and 90% samples, and the classification accuracies were evaluated with an independent 10% proportion. Temporal metrics were classified using 5, 7 and 9 percentiles for each of five Landsat reflective wavelength bands and their eight band ratios. The CONUS and detailed 150 x 150 km classification results demonstrate that the approach is effective at scale and locally. The 1D CNN classification land cover class boundaries were preserved for small axis dimension features, such as roads and rivers, with no stripes or anomalous spatial patterns. The 8-layer 1D CNN provided the highest overall classification accuracies and both the 5-layer and 8-layer 1D CNN architectures provided higher accuracies than the random forest by 1.9% - 2.8% which as all the accuracies were > 83% is a meaningful increase. The CONUS overall classification accuracies increased marginally with the number of percentiles (86.21%, 86.40%, and 86.43% for 5, 7 and 9 percentiles, respectively) using the 8-layer 1D-CNN. Class specific producer and user accuracies were quantified, with lower accuracies for the developed land, crop and pasture/hay classes, but no systematic pattern among classes with respect to the number of temporal percentiles used. Application of the trained model to a different year of CONUS Landsat ARD showed moderately decreased accuracy (80.79% for 7 percentiles) that we illustrate is likely due to different intra-annual surface variations between years. These encouraging results are discussed with recommended research for deep learning using temporal metric percentiles.",Environmental Sciences & Ecology; Remote Sensing; Imaging Science & Photographic Technology,yes,Landsat-7,Demonstration of large area land cover classification,Vegetation,Classification,no,83,,,,,,,,,,,,,,
J,"Nguyen, Chi; Tan, Chang Wei; Daly, Edoardo; Pauwels, Valentijn R. N.",Efficient analysis of hydrological connectivity using 1D and 2D Convolutional Neural Networks,ADVANCES IN WATER RESOURCES,2023,Convolutional neural network; Functional connectivity; Potential connection length,"Understanding hydrological connectivity is essential to investigate ecological processes in river catchments and floodplains. Assessing flooding behavior, including flooded areas and connection times, is required to analyze hydrological connectivity in river floodplains. Deep learning, especially Convolutional Neural Networks (CNNs), is an attractive alternative to hydrodynamic modeling, which is more computationally expensive. This paper aims to develop a methodology to analyze the functional connectivity in remote and field measurement data-scarce areas using remote sensing data, CNN models, and connectivity metrics. The northern Lakes of the Narran River catchment, located in the Condamine-Balonne River floodplain in New South Wales, Australia, is the showcase for this method. One-dimensional CNN and two-dimensional U-Net configurations were applied and yielded comparable flood extents to the satellite images with Hit Rate values of 0.853 and 0.873, respectively. Two algorithms for determining hydrological connectivity were investigated, including the geostatistical Connectivity Function (CF) and the newly proposed Potential Connection Length (PCL). It was found that the connection along the main Narran River stream was more substantial than between the river and the floodplain lakes. The analysis using the PCL shows that the connectivity patterns in different stages of a flood event can vary depending on the initial condition of the floodplain. The overall conclusion from this work is that hydrological connectivity can be assessed computationally efficiently using only remote sensing, discharge data, and CNN models.",Water Resources,yes,Sentinel-2,Hydrological connectivity,Water,Classification,no,,,81.8,,,,,,,,,,,,
J,"Nguyen, Chi; Tan, Chang Wei; Daly, Edoardo; Pauwels, Valentijn R. N.",Efficient analysis of hydrological connectivity using 1D and 2D Convolutional Neural Networks,ADVANCES IN WATER RESOURCES,2023,Convolutional neural network; Functional connectivity; Potential connection length,"Understanding hydrological connectivity is essential to investigate ecological processes in river catchments and floodplains. Assessing flooding behavior, including flooded areas and connection times, is required to analyze hydrological connectivity in river floodplains. Deep learning, especially Convolutional Neural Networks (CNNs), is an attractive alternative to hydrodynamic modeling, which is more computationally expensive. This paper aims to develop a methodology to analyze the functional connectivity in remote and field measurement data-scarce areas using remote sensing data, CNN models, and connectivity metrics. The northern Lakes of the Narran River catchment, located in the Condamine-Balonne River floodplain in New South Wales, Australia, is the showcase for this method. One-dimensional CNN and two-dimensional U-Net configurations were applied and yielded comparable flood extents to the satellite images with Hit Rate values of 0.853 and 0.873, respectively. Two algorithms for determining hydrological connectivity were investigated, including the geostatistical Connectivity Function (CF) and the newly proposed Potential Connection Length (PCL). It was found that the connection along the main Narran River stream was more substantial than between the river and the floodplain lakes. The analysis using the PCL shows that the connectivity patterns in different stages of a flood event can vary depending on the initial condition of the floodplain. The overall conclusion from this work is that hydrological connectivity can be assessed computationally efficiently using only remote sensing, discharge data, and CNN models.",Water Resources,yes,Landsat-5,Hydrological connectivity,Water,Classification,no,,,81.8,,,,,,,,,,,,
J,"Nguyen, Chi; Tan, Chang Wei; Daly, Edoardo; Pauwels, Valentijn R. N.",Efficient analysis of hydrological connectivity using 1D and 2D Convolutional Neural Networks,ADVANCES IN WATER RESOURCES,2023,Convolutional neural network; Functional connectivity; Potential connection length,"Understanding hydrological connectivity is essential to investigate ecological processes in river catchments and floodplains. Assessing flooding behavior, including flooded areas and connection times, is required to analyze hydrological connectivity in river floodplains. Deep learning, especially Convolutional Neural Networks (CNNs), is an attractive alternative to hydrodynamic modeling, which is more computationally expensive. This paper aims to develop a methodology to analyze the functional connectivity in remote and field measurement data-scarce areas using remote sensing data, CNN models, and connectivity metrics. The northern Lakes of the Narran River catchment, located in the Condamine-Balonne River floodplain in New South Wales, Australia, is the showcase for this method. One-dimensional CNN and two-dimensional U-Net configurations were applied and yielded comparable flood extents to the satellite images with Hit Rate values of 0.853 and 0.873, respectively. Two algorithms for determining hydrological connectivity were investigated, including the geostatistical Connectivity Function (CF) and the newly proposed Potential Connection Length (PCL). It was found that the connection along the main Narran River stream was more substantial than between the river and the floodplain lakes. The analysis using the PCL shows that the connectivity patterns in different stages of a flood event can vary depending on the initial condition of the floodplain. The overall conclusion from this work is that hydrological connectivity can be assessed computationally efficiently using only remote sensing, discharge data, and CNN models.",Water Resources,yes,Landsat-7,Hydrological connectivity,Water,Classification,no,,,81.8,,,,,,,,,,,,
J,"Nguyen, Chi; Tan, Chang Wei; Daly, Edoardo; Pauwels, Valentijn R. N.",Efficient analysis of hydrological connectivity using 1D and 2D Convolutional Neural Networks,ADVANCES IN WATER RESOURCES,2023,Convolutional neural network; Functional connectivity; Potential connection length,"Understanding hydrological connectivity is essential to investigate ecological processes in river catchments and floodplains. Assessing flooding behavior, including flooded areas and connection times, is required to analyze hydrological connectivity in river floodplains. Deep learning, especially Convolutional Neural Networks (CNNs), is an attractive alternative to hydrodynamic modeling, which is more computationally expensive. This paper aims to develop a methodology to analyze the functional connectivity in remote and field measurement data-scarce areas using remote sensing data, CNN models, and connectivity metrics. The northern Lakes of the Narran River catchment, located in the Condamine-Balonne River floodplain in New South Wales, Australia, is the showcase for this method. One-dimensional CNN and two-dimensional U-Net configurations were applied and yielded comparable flood extents to the satellite images with Hit Rate values of 0.853 and 0.873, respectively. Two algorithms for determining hydrological connectivity were investigated, including the geostatistical Connectivity Function (CF) and the newly proposed Potential Connection Length (PCL). It was found that the connection along the main Narran River stream was more substantial than between the river and the floodplain lakes. The analysis using the PCL shows that the connectivity patterns in different stages of a flood event can vary depending on the initial condition of the floodplain. The overall conclusion from this work is that hydrological connectivity can be assessed computationally efficiently using only remote sensing, discharge data, and CNN models.",Water Resources,yes,Landsat-8,Hydrological connectivity,Water,Classification,no,,,81.8,,,,,,,,,,,,
J,X. Wan; J. Wan; M. Xu; S. Liu; H. Sheng; Y. Chen; X. Zhang,Enteromorpha Coverage Information Extraction by 1D-CNN and Bi-LSTM Networks Considering Sample Balance From GOCI Images,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,2021,Enteromorpha prolifera (EP);geostationary ocean color imager (GOCI);neural network;sample balance,"Remote sensing technology is widely used for the dynamic monitoring of Enteromorpha prolifera (EP) blooms due to its high temporal resolution and large scale monitoring. Recently, deep learning(DL) methods have been applied to EP analysis due to their excellent feature representation. However, EP information extraction methods based on DL from low-spatial-resolution satellite images are still immature. The main problems with such methods include the insufficiency of spectral and spatial feature learning in low-resolution satellite images, as well as the sample imbalance that DL-based neural networks face in EP information extraction. To solve the above problems, a neural network-based EP extraction method considering sample balance is proposed in this article and named EP rough-then-accurate extraction network. The method consists of two components: EP rough extraction, a strategy that attends to sample balance, and EP accurate extraction, a deep neural network based on one-dimensional convolutional neural network and bidirectional long short-term memory (Bi-LSTM), which fully considers the learned spectral information of each pixel and interpixel contextual dependencies. Geostationary Ocean Color Imager images with 500-m resolution were applied as the LR images in the experiments. The experimental results show that the proposed method has the capability to enhance adaptability in areas with different EP densities (achieving stable and excellent performance) and exhibits at least a 10% gain in F1-score and at least a 6% gain in IoU in extracting EP coverage information over other representative and traditional EP extraction methods in the Yellow Sea region.",,yes,GOCI,Enteromorpha prolifera (EP) blooms (coastal areas),Water,Classification,no,95.2,81.6,,,,,,,69,,,,,,
C,Ding C.; Zhang X.; Ma S.; Han W.; Lu Y.; Yin J.,"Estuary water quality classification through deep learning image segmentation, an example of Hangzhou Bay","2021 9th International Conference on Agro-Geoinformatics, Agro-Geoinformatics 2021",2021,convolutional neural networks; image segmentation; Suspended sediment concentration; UNet,"Suspended sediment plays a dual role in the aquatic ecosystems. It serves an important part of the aquatic nutrient cycle but is also a pollutant in aquatic ecosystems. Traditional methods of measuring suspended sediment concentration (SSC) are mainly in-situ sampling and laboratory analysis. Through optical sensors carried by satellites or airplanes, large-scale SSC is possible to be acquired, which helps to improve our understanding of connections of source, sink and pathway. Although lots of efforts have been done in water quality modeling, methods utilized are mainly multi-layer perceptrons, machine learning algorithms or physio-chemical models, few tries on convolutional neural networks have been done. Here we take the Landsat image of Hangzhou Bay as an example. Based on the inversion algorithm the water quality classification is conducted through by 1D-CNN and 2D-UNet model. Best match between the band and reflectance of SSC received by the sensor are carefully selected as input. Both models prove feasible with convincing accuracy and precision, despite some discrepancies in details. Water quality classification could be furtherly completed if taking multi-index of water into account. © 2021 IEEE.",,yes,Landsat-8,Water quality classification,Water,Classification,no,97.14,,97.16,,,,,,,,91.91,,,,
J,"Xu, Zhenheng; Sun, Hao; Zhang, Tian; Xu, Huanyu; Wu, Dan; Gao, JinHua",Evaluating established deep learning methods in constructing integrated remote sensing drought index: A case study in China,AGRICULTURAL WATER MANAGEMENT,2023,Agricultural drought; Remote sensing; Data driven; Deep learning; Machine learning; Inductive bias,"Agricultural drought seriously threatens the food and ecological security of most of the world's developing countries. Data-driven integrated agricultural drought index with remote sensing provides an effective tool to monitor, evaluate, and predict the agricultural drought. However, there is still a lack of comprehensive analytical work on taking the most effective machine learning (ML) and deep learning (DL) methods to construct such integrated drought index. In other words, it is still unclear whether the recent DL methods can improve inte-grated drought monitoring as compared with the currently widely used ML methods. Therefore, we critically evaluated the performances of four representative DL methods (represents the four currently popular DL network types) i.e., Entity Embedding Deep Neural Network (EEDNN), One-dimensional Convolutional Neural Network (1D-CNN), Gated Recurrent Unit (GRU), and Self-Attention Mechanism (SAM) and three widely used tree-based ML methods i.e., Cubist, Random Forest (RF), and Light Gradient Boosting Machine (LGBM), through con-structing a QuickDRI like integrated drought index (abbreviated as QuickDRI-China). About 30 years of mete-orological data, 14 years of remote sensing data, and various biophysical variables in China such as land use/land cover, available water capacity, irrigated agriculture, elevation, and ecoregion were employed in this study. Results showed that the EEDNN performed best, followed by the RF and LGBM, and then the other methods including the currently wide used Cubist, according to the station accuracy evaluations, spatial description evaluations, and responses to specific drought event. The tree-based ML methods such as RF and LGBM are still competitive in constructing the integrated agricultural drought index at the current stage. However, the higher accuracy, the smoother spatial description, and the more responsive ability of the EEDNN demonstrate great potential of DL methods. The future integrated agricultural drought monitoring with remote sensing should develop a specialized DL network for heterogeneous agricultural drought features.",Agriculture; Water Resources,yes,MODIS,Drought index,Geohazards,Regression,no,,,,,,,,,,,,0.907,0.31,,Drought
J,"Zhao, HW; Duan, SB; Liu, J; Sun, L; Reymondin, L",Evaluation of Five Deep Learning Models for Crop Type Mapping Using Sentinel-2 Time Series Images with Missing Information,REMOTE SENSING,2021,crop type mapping; Sentinel-2; missing information; time series data; CNN; LSTM; GRU,"Accurate crop type maps play an important role in food security due to their widespread applicability. Optical time series data (TSD) have proven to be significant for crop type mapping. However, filling in missing information due to clouds in optical imagery is always needed, which will increase the workload and the risk of error transmission, especially for imagery with high spatial resolution. The development of optical imagery with high temporal and spatial resolution and the emergence of deep learning algorithms provide solutions to this problem. Although the one-dimensional convolutional neural network (1D CNN), long short-term memory (LSTM), and gate recurrent unit (GRU) models have been used to classify crop types in previous studies, their ability to identify crop types using optical TSD with missing information needs to be further explored due to their different mechanisms for handling invalid values in TSD. In this research, we designed two groups of experiments to explore the performances and characteristics of the 1D CNN, LSTM, GRU, LSTM-CNN, and GRU-CNN models for crop type mapping using unfilled Sentinel-2 (Sentinel-2) TSD and to discover the differences between unfilled and filled Sentinel-2 TSD based on the same algorithm. A case study was conducted in Hengshui City, China, of which 70.3% is farmland. The results showed that the 1D CNN, LSTM-CNN, and GRU-CNN models achieved acceptable classification accuracies (above 85%) using unfilled TSD, even though the total missing rate of the sample values was 43.5%; these accuracies were higher and more stable than those obtained using filled TSD. Furthermore, the models recalled more samples on crop types with small parcels when using unfilled TSD. Although LSTM and GRU models did not attain accuracies as high as the other three models using unfilled TSD, their results were almost close to those with filled TSD. This research showed that crop types could be identified by deep learning features in Sentinel-2 dense time series images with missing information due to clouds or cloud shadows randomly, which avoided spending a lot of time on missing information reconstruction.",Environmental Sciences & Ecology; Geology; Remote Sensing; Imaging Science & Photographic Technology,yes,Sentinel-2,Crop type maps,Agriculture,Classification,no,86.43,84.71,85.79,83.66,,,,,,,,,,,
C,G. S. Phartiyal; L. S. Khangarot; D. Singh,Impact of Permuted Spectral Neighborhood of High-Dimensional Msts Rs Data on Crop Classification Performance with DNN Models,IGARSS 2023 - 2023 IEEE International Geoscience and Remote Sensing Symposium,2023,localized spectral information;CNNs;multi-sensor;crop classification;time-series,"It is still a challenge for existing DNN based models to synergistically exploit the spatial, temporal, and especially spectral information of a crop present in multi-sensor time series (MSTS) remote sensing (RS) images and provide accurate crop classification while keeping the generalization ability of DNN models high. This imbalance requires investigation and demands novel CNN and RNN model-based approaches that can address the issue. The novel models proposed in this study involve the concepts of permuted localized spectral convolutions, localized spatial convolutions, and bi-directional recurrent units. The permuted spectral band stacking strategy is explored in this study to strengthen the influence of the spectral information. Overall, 6 models are proposed namely; Perm-1D-CNN, Perm-3D-CNN, Perm-RNN, Perm-1D-CRNN, Perm-2D-CRNN, and Perm-3D-CRNN. The qualitative and quantitative assessments reflect the higher generalization ability of the Perm-3D-CRNN along with its high classification accuracy. Also, the impact of spectral band permutations and localized spectral convolutions on the performance of DNN models is significant toward improved generalization.",Time series analysis;Stacking;Crops;Bidirectional control;Data models;Remote sensing,yes,Sentinel-2,Crop classification,Agriculture,Classification,no,95.66,,,,,,,,,,,,,,
J,"Luo, X; Tong, XH; Hu, ZW; Wu, GF",Improving Urban Land Cover/Use Mapping by Integrating A Hybrid Convolutional Neural Network and An Automatic Training Sample Expanding Strategy,REMOTE SENSING,2020,remote sensing; land cover classification; spectral feature; context feature; convolutional neural networks,"Moderate spatial resolution (MSR) satellite images, which hold a trade-off among radiometric, spectral, spatial and temporal characteristics, are extremely popular data for acquiring land cover information. However, the low accuracy of existing classification methods for MSR images is still a fundamental issue restricting their capability in urban land cover mapping. In this study, we proposed a hybrid convolutional neural network (H-ConvNet) for improving urban land cover mapping with MSR Sentinel-2 images. The H-ConvNet was structured with two streams: one lightweight 1D ConvNet for deep spectral feature extraction and one lightweight 2D ConvNet for deep context feature extraction. To obtain a well-trained 2D ConvNet, a training sample expansion strategy was introduced to assist context feature learning. The H-ConvNet was tested in six highly heterogeneous urban regions around the world, and it was compared with support vector machine (SVM), object-based image analysis (OBIA), Markov random field model (MRF) and a newly proposed patch-based ConvNet system. The results showed that the H-ConvNet performed best. We hope that the proposed H-ConvNet would benefit for the land cover mapping with MSR images in highly heterogeneous urban regions.",Environmental Sciences & Ecology; Geology; Remote Sensing; Imaging Science & Photographic Technology,yes,Sentinel-2,Urban land cover maps,Urban,Classification,no,77.55,,,,,,,,,,,,,,
J,"Sabo, Filip; Meroni, Michele; Waldner, Francois; Rembold, Felix",Is deeper always better? Evaluating deep learning models for yield forecasting with small data,ENVIRONMENTAL MONITORING AND ASSESSMENT,2023,Convolutional neural networks; Agriculture; Remote sensing; Food security,"Predicting crop yields, and especially anomalously low yields, is of special importance for food insecure countries. In this study, we investigate a flexible deep learning approach to forecast crop yield at the provincial administrative level based on deep 1D and 2D convolutional neural networks using limited data. This approach meets the operational requirements-public and global records of satellite data in an application ready format with near real time updates-and can be transferred to any country with reliable yield statistics. Three-dimensional histograms of normalized difference vegetation index (NDVI) and climate data are used as input to the 2D model, while simple administrative-level time series averages of NDVI and climate data to the 1D model. The best model architecture is automatically identified during efficient and extensive hyperparameter optimization. To demonstrate the relevance of this approach, we hindcast (2002-2018) the yields of Algeria's three main crops (barley, durum and soft wheat) and contrast the model's performance with machine learning algorithms and conventional benchmark models used in a previous study. Simple benchmarks such as peak NDVI remained challenging to outperform while machine learning models were superior to deep learning models for all forecasting months and all tested crops. We attribute the poor performance of deep learning to the small size of the dataset available.",Environmental Sciences & Ecology,yes,MODIS,Crop yield prediction,Agriculture,Regression,no,,,,,,,,,,,,,,,
C,Y. Song; Z. Zhang; R. K. Baghbaderani; F. Wang; Y. Qu; C. Stuttsy; H. Qi,Land Cover Classification for Satellite Images Through 1D CNN,2019 10th Workshop on Hyperspectral Imaging and Signal Processing: Evolution in Remote Sensing (WHISPERS),2019,Satellite Image;Land Cover Classification;1D CNN;Deep Learning;Spectral Unmixing,"Land cover classification of satellite imagery can provide significant information for many applications, including surface analysis, environmental monitoring, building reconstruction, etc. Land cover classification has been generally performed using unmixing-based or shallow/deep learning approaches, among which the unmixing-based approaches suffer from stability issues due to the complex intrinsic properties of the data, deep learning-based approaches like 2D CNN requires large labeled training set which is often unavailable in satellite images and small ground truth collection leads to spatial discontinuities (as shown in Fig. 1), making 2D CNN approaches unviable. In this paper, we first propose a 1D convolution neural network-based framework applied to each pixel in the spectral domain where we extract descriptive local features for improved classification. Experimental results demonstrate superior classification accuracy through comparison with traditional unmixing-based and neural network methods using just limited number of training samples.",,yes,WorldView-3,Land cover classification,Urban,Classification,no,89.18,,,,,,,,,,,,,,
J,"Fan, Xiangsuo; Chen, Lin; Xu, Xinggui; Yan, Chuan; Fan, Jinlong; Li, Xuyang",Land Cover Classification of Remote Sensing Images Based on Hierarchical Convolutional Recurrent Neural Network,FORESTS,2023,pixel classification; CNN; RNN; RS image classification,"Convolutional neural networks (CNNs) and recurrent neural networks (RNNs) have gained improved results in remote sensing image data classification. Multispectral image classification can benefit from the rich spectral information extracted by these models for land cover classification. This paper proposes a classification model called a hierarchical convolutional recurrent neural network (HCRNN) to combine the CNN and RNN modules for pixel-level classification of multispectral remote sensing images. In the HCRNN model, the original 13-band information from Sentinel-2 is transformed into a 1D multispectral sequence using a fully connected layer. It is then reshaped into a 3D multispectral feature matrix. The 2D-CNN features are extracted and used as inputs to the corresponding hierarchical RNN. The feature information at each level is adapted to the same convolution size. This network structure fully leverages the advantages of CNNs and RNNs to extract temporal and spatial features from the spectral data, leading to high-precision pixel-level multispectral remote sensing image classification. The experimental results demonstrate that the overall accuracy of the HCRNN model on the Sentinel-2 dataset reaches 97.62%, which improves the performance by 1.78% compared to the RNN model. Furthermore, this study focused on the changes in forest cover in the study area of Laibin City, Guangxi Zhuang Autonomous Region, which was 7997.1016 km2, 8990.4149 km2, and 8103.0020 km2 in 2017, 2019, and 2021, respectively, with an overall trend of a small increase in the area covered.",Forestry,yes,Sentinel-2,Land cover classification,Urban,Classification,no,92.79,,,,,,,90.31,,,,,,,
J,"Sun, HR; Wang, L; Lin, RC; Zhang, Z; Zhang, BZ",Mapping Plastic Greenhouses with Two-Temporal Sentinel-2 Images and 1D-CNN Deep Learning,REMOTE SENSING,2021,plastic greenhouses; sustainable agriculture; sentinel-2; 1D-CNN; red-edge bands,"Plastic greenhouses (PGs) are widely built near cities in China to produce vegetables and fruits. In order to promote sustainable agriculture, rural landscape construction, and better manage water resources, numerous remote sensing methods have been developed to identify and monitor the distribution of PGs, of which many map PGs based on spectral responses and geometric shapes. In this study, we proposed a new fine- and coarse-scale mapping approach using two-temporal Sentinel-2 images with various seasonal characteristics and a one-dimensional convolutional neural network (1D-CNN). Having applied this approach in a pilot area study, the results were summarized as follows: (1) A time-series analysis of Sentinel-2 images showed that the reflectance of greenhouses changes during crop growth and development. In particular, the red-edge and near-infrared bands undergo a significant increase and then decrease during the whole crop growth period. Thus, two critical period images, containing a substantial difference in greenhouse reflectance, were sufficient to carry out an accurate and efficient mapping result. (2) The 1D-CNN classifier was used to map greenhouses by capturing subtle details and the overall trend of the spectrum curve. Overall, our approach showed higher classification accuracy than other approaches using support vector machines (SVM) or random forests (RF). In addition, the greenhouse area identified was highly consistent with the existing surfaces observed in very high-resolution images, with a kappa co-efficient of 0.81. (3) The narrow band feature differences (red-edge and near infrared narrow bands) in two-temporal Sentinel-2 images played a significant role in high-precision greenhouse mapping. The classification accuracy with narrow band features was much better than the maps produced without narrow band features. This scheme provided a method to digitize greenhouse precisely and publish its statistics for free, which enable advanced decision support for agriculture management.",Environmental Sciences & Ecology; Geology; Remote Sensing; Imaging Science & Photographic Technology,yes,Sentinel-2,Mapping Plastic Greenhouses,Urban,Classification,no,91.38,,,,87.13,86.88,,80,,,,,,,
J,"Zhang, WC; Liu, HB; Wu, W; Zhan, LQ; Wei, J",Mapping Rice Paddy Based on Machine Learning with Sentinel-2 Multi-Temporal Data: Model Comparison and Transferability,REMOTE SENSING,2020,rice; convolutional neural network; F1 score; sentinel-2; transfer,"Rice is an important agricultural crop in the Southwest Hilly Area, China, but there has been a lack of efficient and accurate monitoring methods in the region. Recently, convolutional neural networks (CNNs) have obtained considerable achievements in the remote sensing community. However, it has not been widely used in mapping a rice paddy, and most studies lack the comparison of classification effectiveness and efficiency between CNNs and other classic machine learning models and their transferability. This study aims to develop various machine learning classification models with remote sensing data for comparing the local accuracy of classifiers and evaluating the transferability of pretrained classifiers. Therefore, two types of experiments were designed: local classification experiments and model transferability experiments. These experiments were conducted using cloud-free Sentinel-2 multi-temporal data in Banan District and Zhongxian County, typical hilly areas of Southwestern China. A pure pixel extraction algorithm was designed based on land-use vector data and a Google Earth Online image. Four convolutional neural network (CNN) algorithms (one-dimensional (Conv-1D), two-dimensional (Conv-2D) and three-dimensional (Conv-3D_1 and Conv-3D_2) convolutional neural networks) were developed and compared with four widely used classifiers (random forest (RF), extreme gradient boosting (XGBoost), support vector machine (SVM) and multilayer perceptron (MLP)). Recall, precision, overall accuracy (OA) and F1 score were applied to evaluate classification accuracy. The results showed that Conv-2D performed best in local classification experiments with OA of 93.14% and F1 score of 0.8552 in Banan District, OA of 92.53% and F1 score of 0.8399 in Zhongxian County. CNN-based models except Conv-1D provided more desirable performance than non-CNN classifiers. Besides, among the non-CNN classifiers, XGBoost received the best result with OA of 89.73% and F1 score of 0.7742 in Banan District, SVM received the best result with OA of 88.57% and F1 score of 0.7538 in Zhongxian County. In model transferability experiments, almost all CNN classifiers had low transferability. RF and XGBoost models have achieved acceptable F1 scores for transfer (RF = 0.6673 and 0.6469, XGBoost = 0.7171 and 0.6709, respectively).",Environmental Sciences & Ecology; Geology; Remote Sensing; Imaging Science & Photographic Technology,yes,Sentinel-2,Agricultural crop (rice),Agriculture,Classification,no,88.38,75.44,78.27,72.8,,,,,,,,,,,
J,"Debella-Gilo, M; Gjertsen, AK",Mapping Seasonal Agricultural Land Use Types Using Deep Learning on Sentinel-2 Image Time Series,REMOTE SENSING,2021,multilayer perceptron; CNN; hyperparameter tuning; cereal; grass,"The size and location of agricultural fields that are in active use and the type of use during the growing season are among the vital information that is needed for the careful planning and forecasting of agricultural production at national and regional scales. In areas where such data are not readily available, an independent seasonal monitoring method is needed. Remote sensing is a widely used tool to map land use types, although there are some limitations that can partly be circumvented by using, among others, multiple observations, careful feature selection and appropriate analysis methods. Here, we used Sentinel-2 satellite image time series (SITS) over the land area of Norway to map three agricultural land use classes: cereal crops, fodder crops (grass) and unused areas. The Multilayer Perceptron (MLP) and two variants of the Convolutional Neural Network (CNN), are implemented on SITS data of four different temporal resolutions. These enabled us to compare twelve model-dataset combinations to identify the model-dataset combination that results in the most accurate predictions. The CNN is implemented in the spectral and temporal dimensions instead of the conventional spatial dimension. Rather than using existing deep learning architectures, an autotuning procedure is implemented so that the model hyperparameters are empirically optimized during the training. The results obtained on held-out test data show that up to 94 % overall accuracy and 90% Cohen's Kappa can be obtained when the 2D CNN is applied on the SITS data with a temporal resolution of 7 days. This is closely followed by the 1D CNN on the same dataset. However, the latter performs better than the former in predicting data outside the training set. It is further observed that cereal is predicted with the highest accuracy, followed by grass. Predicting the unused areas has been found to be difficult as there is no distinct surface condition that is common for all unused areas.",Environmental Sciences & Ecology; Geology; Remote Sensing; Imaging Science & Photographic Technology,yes,Sentinel-2,Mapping Seasonal Agricultural Land Use Types,Vegetation,Classification,no,93,,,,,,,88,,,,,,,
